Kalimat,Label,,
Saya merasa nyeri dada yang tajam,Rumah Sakit,,
"Tolong, bantu saya melawan serangan asma",Rumah Sakit,,
Ada orang yang tidak sadar di trotoar,Rumah Sakit,,
Saya mengalami luka bakar yang parah,Rumah Sakit,,
"Tolong, antar saya ke rumah sakit dengan segera",Rumah Sakit,,
Ada orang yang pingsan di tengah jalan,Rumah Sakit,,
Saya merasa kesemutan di lengan dan kaki,Rumah Sakit,,
"Tolong, ada orang yang terluka di gedung sekolah",Rumah Sakit,,
Saya mengalami tekanan darah tinggi,Rumah Sakit,,
"Tolong, segera panggil ambulans ke sini",Rumah Sakit,,
Ada luka parah yang membutuhkan perawatan cepat,Rumah Sakit,,
Saya merasa pandangan kabur dan pusing,Rumah Sakit,,
"Tolong, bantu saya menghentikan pendarahan di lengan",Rumah Sakit,,
Ada orang yang terluka di tempat olahraga,Rumah Sakit,,
Saya merasa mual dan ingin muntah,Rumah Sakit,,
"Tolong, segera bawa saya ke rumah sakit terdekat",Rumah Sakit,,
Ada orang yang tidak sadarkan diri di tempat umum,Rumah Sakit,,
Saya mengalami luka yang mengeluarkan banyak darah,Rumah Sakit,,
"Tolong, ada orang yang terluka di area parkir",Rumah Sakit,,
Saya merasa nyeri hebat di area perut,Rumah Sakit,,
"Tolong, segera datang dan bantu saya",Rumah Sakit,,
Ada orang yang terluka parah di area perbelanjaan,Rumah Sakit,,
Saya merasa detak jantung tidak stabil,Rumah Sakit,,
"Tolong, antar saya ke unit gawat darurat secepatnya",Rumah Sakit,,
Ada kecelakaan mobil di jalan raya,Rumah Sakit,,
Saya merasa lemas dan tidak berdaya,Rumah Sakit,,
"Tolong, ada orang yang terjebak dalam sumur",Rumah Sakit,,
Saya mengalami demam tinggi dan menggigil,Rumah Sakit,,
"Tolong, bantu saya mengatasi serangan panik secara cepat",Rumah Sakit,,
Ada orang yang terluka parah di tempat kerja,Rumah Sakit,,
Saya merasa detak jantung tidak teratur,Rumah Sakit,,
"Tolong, antar saya ke unit gawat darurat dengan segera",Rumah Sakit,,
Ada kebakaran di gedung apartemen,Rumah Sakit,,
Saya merasa pingsan dan kehilangan kesadaran,Rumah Sakit,,
"Tolong, ada orang yang mengalami serangan epilepsi di taman",Rumah Sakit,,
Saya membutuhkan pertolongan segera,Rumah Sakit,,
"Tolong, antar saya ke rumah sakit terdekat sekarang",Rumah Sakit,,
Ada luka yang parah dan membutuhkan perawatan darurat,Rumah Sakit,,
Saya merasa sesak napas yang parah,Rumah Sakit,,
"Tolong, panggil ambulans secepatnya",Rumah Sakit,,
Ada anak kecil yang terjatuh dari kursi,Rumah Sakit,,
Saya mengalami pusing dan muntah-muntah,Rumah Sakit,,
"Tolong, butuh bantuan medis segera",Rumah Sakit,,
Ada orang yang terjebak dalam mobil yang terbakar,Rumah Sakit,,
Saya merasa nyeri dada yang tajam,Rumah Sakit,,
"Tolong, bantu saya melawan serangan asma",Rumah Sakit,,
Ada orang yang tidak sadar di trotoar,Rumah Sakit,,
Saya mengalami luka bakar yang parah,Rumah Sakit,,
"Tolong, antar saya ke rumah sakit dengan segera",Rumah Sakit,,
Ada orang yang pingsan di tengah jalan,Rumah Sakit,,
Saya merasa kesemutan di lengan dan kaki,Rumah Sakit,,
"Tolong, ada orang yang terluka di gedung sekolah",Rumah Sakit,,
Saya mengalami tekanan darah tinggi,Rumah Sakit,,
"Tolong, segera panggil ambulans ke sini",Rumah Sakit,,
Ada luka parah yang membutuhkan perawatan cepat,Rumah Sakit,,
Saya merasa pandangan kabur dan pusing,Rumah Sakit,,
"Tolong, bantu saya menghentikan pendarahan di lengan",Rumah Sakit,,
Ada orang yang terluka di tempat olahraga,Rumah Sakit,,
Saya merasa mual dan ingin muntah,Rumah Sakit,,
"Tolong, segera bawa saya ke rumah sakit terdekat",Rumah Sakit,,
Ada orang yang tidak sadarkan diri di tempat umum,Rumah Sakit,,
Saya mengalami luka yang mengeluarkan banyak darah,Rumah Sakit,,
"Tolong, ada orang yang terluka di area parkir",Rumah Sakit,,
Saya merasa nyeri hebat di area perut,Rumah Sakit,,
"Tolong, segera datang dan bantu saya",Rumah Sakit,,
Ada orang yang terluka parah di area perbelanjaan,Rumah Sakit,,
Saya merasa detak jantung tidak stabil,Rumah Sakit,,
"Tolong, antar saya ke unit gawat darurat secepatnya",Rumah Sakit,,
Ada kecelakaan mobil di jalan raya,Rumah Sakit,,
Saya merasa lemas dan tidak berdaya,Rumah Sakit,,
"Tolong, ada orang yang terjebak dalam sumur",Rumah Sakit,,
Saya mengalami demam tinggi dan menggigil,Rumah Sakit,,
"Tolong, bantu saya mengatasi serangan panik secara cepat",Rumah Sakit,,
Ada orang yang terluka parah di tempat kerja,Rumah Sakit,,
Saya merasa detak jantung tidak teratur,Rumah Sakit,,
"Tolong, antar saya ke unit gawat darurat dengan segera",Rumah Sakit,,
Ada kebakaran di gedung apartemen,Rumah Sakit,,
Saya merasa pingsan dan kehilangan kesadaran,Rumah Sakit,,
"Tolong, ada orang yang mengalami serangan epilepsi di taman",Rumah Sakit,,
Saya membutuhkan pertolongan segera,Rumah Sakit,,
"Tolong, antar saya ke rumah sakit terdekat sekarang",Rumah Sakit,,
Ada luka yang parah dan membutuhkan perawatan darurat,Rumah Sakit,,
Saya merasa sesak napas yang parah,Rumah Sakit,,
"Tolong, panggil ambulans secepatnya",Rumah Sakit,,
Ada anak kecil yang terjatuh dari kursi,Rumah Sakit,,
Saya mengalami pusing dan muntah-muntah,Rumah Sakit,,
"Tolong, butuh bantuan medis segera",Rumah Sakit,,
Ada orang yang terjebak dalam mobil yang terbakar,Rumah Sakit,,
Saya merasa nyeri dada yang tajam,Rumah Sakit,,
"Tolong, bantu saya melawan serangan asma",Rumah Sakit,,
Ada orang yang tidak sadar di trotoar,Rumah Sakit,,
Saya mengalami luka bakar yang parah,Rumah Sakit,,
"Tolong, antar saya ke rumah sakit dengan segera",Rumah Sakit,,
Ada orang yang pingsan di tengah jalan,Rumah Sakit,,
Saya merasa kesemutan di lengan dan kaki,Rumah Sakit,,
"Tolong, ada orang yang terluka di gedung sekolah",Rumah Sakit,,
Saya mengalami tekanan darah tinggi,Rumah Sakit,,
"Tolong, segera panggil ambulans ke sini",Rumah Sakit,,
Ada luka parah yang membutuhkan perawatan cepat,Rumah Sakit,,
Saya merasa pandangan kabur dan pusing,Rumah Sakit,,
"Tolong, bantu saya menghentikan pendarahan di lengan",Rumah Sakit,,
Ada orang yang terluka di tempat olahraga,Rumah Sakit,,
Saya merasa mual dan ingin muntah,Rumah Sakit,,
"Tolong, segera bawa saya ke rumah sakit terdekat",Rumah Sakit,,
Ada orang yang tidak sadarkan diri di tempat umum,Rumah Sakit,,
Saya mengalami luka yang mengeluarkan banyak darah,Rumah Sakit,,
"Tolong, ada orang yang terluka di area parkir",Rumah Sakit,,
Saya merasa nyeri hebat di area perut,Rumah Sakit,,
"Tolong, segera datang dan bantu saya",Rumah Sakit,,
Ada orang yang terluka parah di area perbelanjaan,Rumah Sakit,,
Saya merasa detak jantung tidak stabil,Rumah Sakit,,
"Tolong, antar saya ke unit gawat darurat secepatnya",Rumah Sakit,,
Ada kecelakaan mobil di jalan raya,Rumah Sakit,,
Saya merasa lemas dan tidak berdaya,Rumah Sakit,,
"Tolong, ada orang yang terjebak dalam sumur",Rumah Sakit,,
Saya mengalami demam tinggi dan menggigil,Rumah Sakit,,
"Tolong, bantu saya mengatasi serangan panik secara cepat",Rumah Sakit,,
Ada orang yang terluka parah di tempat kerja,Rumah Sakit,,
Saya merasa detak jantung tidak teratur,Rumah Sakit,,
"Tolong, antar saya ke unit gawat darurat dengan segera",Rumah Sakit,,
Ada kebakaran di gedung apartemen,Rumah Sakit,,
Saya merasa pingsan dan kehilangan kesadaran,Rumah Sakit,,
"Tolong, ada orang yang mengalami serangan epilepsi di taman",Rumah Sakit,,
Saya membutuhkan pertolongan segera,Rumah Sakit,,
"Tolong, antar saya ke rumah sakit terdekat sekarang",Rumah Sakit,,
Ada luka yang parah dan membutuhkan perawatan darurat,Rumah Sakit,,
Saya merasa sesak napas yang parah,Rumah Sakit,,
"Tolong, panggil ambulans secepatnya",Rumah Sakit,,
Ada anak kecil yang terjatuh dari kursi,Rumah Sakit,,
Saya mengalami pusing dan muntah-muntah,Rumah Sakit,,
"Tolong, butuh bantuan medis segera",Rumah Sakit,,
Ada orang yang terjebak dalam mobil yang terbakar,Rumah Sakit,,
Saya merasa nyeri dada yang tajam,Rumah Sakit,,
